
  67×25 table

     TestFolder     Accuracy     BestGuess    GuessScore      S1       S2      S3         S4          S5           S6           S7           S8           S9          S10          S11          S12          S13         S14         S15         S16        S17         S18         S19          S20         S21   
    "S3/S3MK3"              1      "S3"              1            0    0           1          0            0            0            0            0           0            0            0            0            0           0           0          0           0           0           0            0           0
    "S3/S3MK4"              1      "S3"              1            0    0           1          0            0            0            0            0           0            0            0            0            0           0           0          0           0           0           0            0           0
    "S3/S3MK5"        0.95152      "S3"        0.95152            0    0     0.95152          0            0            0            0    0.0060606           0            0            0            0            0           0           0          0           0    0.042424           0            0           0
    "S3/S3NM3"              0      "S15"       0.53659            0    0           0          0            0            0            0            0           0            0            0    0.0060976            0           0     0.53659          0           0     0.45732           0            0           0
    "S4/S4GL1"        0.16667      "S5"        0.58333            0    0           0    0.16667      0.58333     0.013889     0.055556            0           0            0      0.11806            0            0           0           0          0           0           0      0.0625            0           0
    "S4/S4HD1"        0.17857      "S5"           0.75            0    0           0    0.17857         0.75            0    0.0059524            0           0            0      0.02381            0            0           0           0          0           0           0    0.041667            0           0
    "S4/S4MK1"        0.30061      "S6"        0.37423            0    0           0    0.30061      0.32515      0.37423            0            0           0            0            0            0            0           0           0          0           0           0           0            0           0
    "S4/S4NM2"              0      "S8"        0.63095            0    0           0          0            0       0.3631            0      0.63095           0            0    0.0059524            0            0           0           0          0           0           0           0            0           0
    "S5/S5MK1"              0      "S20"       0.76647            0    0           0          0            0            0            0     0.005988           0            0            0      0.22754            0           0           0          0           0           0           0      0.76647           0
    "S5/S5MK2"              0      "S6"        0.57988            0    0           0          0            0      0.57988            0            0    0.059172            0    0.0059172            0            0     0.15976           0          0           0           0           0            0     0.19527
    "S5/S5MK3"        0.81818      "S5"        0.81818            0    0           0          0      0.81818      0.18182            0            0           0            0            0            0            0           0           0          0           0           0           0            0           0
    "S5/S5MK4"        0.94565      "S5"        0.94565            0    0           0          0      0.94565            0            0    0.0054348           0            0     0.043478            0    0.0054348           0           0          0           0           0           0            0           0
    "S5/S5NM4"        0.79518      "S5"        0.79518            0    0           0          0      0.79518            0            0            0           0            0       0.1506            0     0.024096           0           0          0           0           0     0.03012            0           0
    "S6/S6MK1"        0.50898      "S6"        0.50898            0    0           0          0            0      0.50898            0            0           0            0            0     0.077844            0           0           0          0           0           0           0      0.41317           0
    "S6/S6MK2"              1      "S6"              1            0    0           0          0            0            1            0            0           0            0            0            0            0           0           0          0           0           0           0            0           0
    "S7/S7MK1"              0      "S8"              1            0    0           0          0            0            0            0            1           0            0            0            0            0           0           0          0           0           0           0            0           0
    "S7/S7MK2"              0      "S16"       0.84483            0    0           0          0            0            0            0            0           0            0      0.15517            0            0           0           0    0.84483           0           0           0            0           0
    "S7/S7MK3"              1      "S7"              1            0    0           0          0            0            0            1            0           0            0            0            0            0           0           0          0           0           0           0            0           0
    "S7/S7HD1"        0.99401      "S7"        0.99401            0    0           0          0            0            0      0.99401            0           0            0            0            0            0           0    0.005988          0           0           0           0            0           0
    "S7/S7HD2"       0.072289      "S12"       0.50602            0    0           0          0            0            0     0.072289            0           0            0            0      0.50602            0           0      0.1988          0           0      0.1747           0     0.048193           0
    "S7/S7FM1"              0      "S19"       0.82099            0    0           0          0            0            0            0            0           0            0      0.17901            0            0           0           0          0           0           0     0.82099            0           0
    "S7/S7FM2"       0.029586      "S11"       0.32544            0    0           0          0            0    0.0059172     0.029586            0           0            0      0.32544            0            0           0           0          0     0.30769    0.029586     0.30178            0           0
    "S7/S7FM3"              0      "S17"             1            0    0           0          0            0            0            0            0           0            0            0            0            0           0           0          0           1           0           0            0           0
    "S7/S7NM4"       0.079755      "S18"       0.89571            0    0           0          0            0            0     0.079755            0           0            0            0            0            0           0     0.02454          0           0     0.89571           0            0           0
    "S10/S10MK2"            0      "S6"        0.84431            0    0           0          0            0      0.84431            0     0.047904           0            0            0     0.095808            0           0           0          0           0           0           0     0.005988    0.005988
    "S10/S10MK1"            1      "S10"             1            0    0           0          0            0            0            0            0           0            1            0            0            0           0           0          0           0           0           0            0           0
    "S10/S10MK3"            0      "S6"        0.89941            0    0           0          0    0.0059172      0.89941            0     0.065089           0            0     0.029586            0            0           0           0          0           0           0           0            0           0
    "S10/S10MK4"            0      "S6"        0.58683            0    0           0          0            0      0.58683            0      0.41317           0            0            0            0            0           0           0          0           0           0           0            0           0
    "S10/S10NM2"            0      "S5"        0.54545            0    0           0          0      0.54545    0.0060606            0    0.0060606           0            0     0.060606            0      0.38182           0           0          0           0           0           0            0           0
    "S11/S11MK2"      0.99405      "S11"       0.99405            0    0           0          0            0            0            0            0           0    0.0059524      0.99405            0            0           0           0          0           0           0           0            0           0
    "S11/S11MK1"      0.88166      "S11"       0.88166            0    0           0          0     0.017751     0.059172            0      0.04142           0            0      0.88166            0            0           0           0          0           0           0           0            0           0
    "S11/S11NM3"      0.14286      "S3"        0.33929            0    0     0.33929          0            0            0            0            0           0         0.25      0.14286            0            0           0           0          0           0      0.2619           0    0.0059524           0
    "S12/S12MK2"      0.10843      "S20"       0.89157            0    0           0          0            0            0            0            0           0            0            0      0.10843            0           0           0          0           0           0           0      0.89157           0
    "S12/S12MK1"            0      "S14"       0.66071            0    0           0          0            0      0.24405            0            0           0            0            0            0            0     0.66071    0.035714          0           0           0           0     0.029762    0.029762
    "S12/S12NM2"            0      "S21"       0.72561            0    0           0          0            0     0.012195            0            0           0            0    0.0060976            0            0     0.18293           0          0    0.073171           0           0            0     0.72561
    "S13/S13MK1"       0.6988      "S13"        0.6988            0    0           0          0            0            0    0.0060241     0.084337           0            0      0.21084            0       0.6988           0           0          0           0           0           0            0           0
    "S14/S14HD1"      0.02454      "S11"       0.39877            0    0           0          0      0.18405      0.17178     0.006135      0.04908    0.006135            0      0.39877            0            0     0.02454           0          0     0.10429    0.042945     0.01227            0           0
    "S14/S14GL1"     0.053892      "S18"        0.4012            0    0           0          0            0     0.017964     0.071856            0           0            0     0.041916      0.14371            0    0.053892    0.035928          0    0.053892      0.4012           0      0.17964           0
    "S14/S14MK1"      0.73494      "S14"       0.73494            0    0           0          0            0            0            0            0           0            0            0            0            0     0.73494    0.042169          0           0     0.22289           0            0           0
    "S14/S14NM2"      0.16667      "S18"       0.58333            0    0           0          0            0    0.0059524    0.0059524            0           0            0     0.017857     0.065476            0     0.16667    0.017857          0    0.095238     0.58333           0     0.041667           0
    "S15/S15MK1"            1      "S15"             1            0    0           0          0            0            0            0            0           0            0            0            0            0           0           1          0           0           0           0            0           0
    "S16/S16MK1"      0.95808      "S16"       0.95808            0    0           0          0            0            0            0            0           0            0     0.041916            0            0           0           0    0.95808           0           0           0            0           0
    "S17/S17MK1"      0.95152      "S17"       0.95152            0    0           0          0            0     0.048485            0            0           0            0            0            0            0           0           0          0     0.95152           0           0            0           0
    "S18/S18MK1"       0.9434      "S18"        0.9434            0    0           0          0            0            0            0            0           0            0            0            0            0           0    0.056604          0           0      0.9434           0            0           0
    "S19/S19GL1"            1      "S19"             1            0    0           0          0            0            0            0            0           0            0            0            0            0           0           0          0           0           0           1            0           0
    "S19/S19MK1"      0.99401      "S19"       0.99401            0    0           0          0     0.005988            0            0            0           0            0            0            0            0           0           0          0           0           0     0.99401            0           0
    "S20/S20MK1"    0.0060241      "S14"       0.60241            0    0           0          0            0     0.024096            0            0           0            0            0            0            0     0.60241           0          0    0.078313           0           0    0.0060241     0.28916
    "S21/S21MK1"            0      "S5"        0.85976            0    0           0          0      0.85976     0.054878            0     0.060976           0            0            0            0      0.02439           0           0          0           0           0           0            0           0

